"indicator_id","indicator","unit","indicator_desc","source_org","source_id","source"
"IC.FRM.COST.PC.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.CRD.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.CRDC.FL.ZS",NA,NA,NA,NA,2,"Indicadores del desarrollo mundial"
"IC.FRM.CRDC.PT.ZS",NA,NA,NA,NA,2,"Indicadores del desarrollo mundial"
"IC.FRM.CRM.CRIME1",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.CRM.CRIME10",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.CRM.CRIME2_C",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.CRM.CRIME3_C",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.CRM.CRIME5",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.CRM.CRIME8",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.CRT.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.CUS.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.DURS","Tiempo necesario para obtener una licencia de explotación (días)",NA,"El tiempo necesario para obtener una licencia de explotación es la espera promedio desde el día en que el establecimiento la solicita hasta el día en que la recibe.","Banco Mundial, encuestas a empresas (http://www.enterprisesurveys.org/).",2,"Indicadores del desarrollo mundial"
"IC.FRM.ELEC.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.EMAIL.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.EMP.GROW.PEFT2",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.EMPL.PERM",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.EMPL.SKILL",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.EMPL.TEMP",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.EMPL.UNSKILL",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.ENGM.ZS",NA,NA,NA,NA,2,"Indicadores del desarrollo mundial"
"IC.FRM.EXP.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.EXS.ZS",NA,NA,NA,NA,2,"Indicadores del desarrollo mundial"
"IC.FRM.FCHAR.CAR1",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FCHAR.CAR2",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FCHAR.CAR7",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FCHAR.CAR8",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FCHAR.LFORM3",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FEMM.ZS","Porcentaje de empresas con manager mujer (promedio entre empresas que reportan)",NA,"Población activa, mujeres","Banco Mundial Encuestas de empresas",2,"Indicadores del desarrollo mundial"
"IC.FRM.FEMO.ZS","Empresas con participación de mujeres en la propiedad (% de empresas)",NA,"Las empresas con participación de mujeres en la propiedad son el porcentaje de empresas entre cuyos dueños principales hay una mujer.","Banco Mundial, encuestas a empresas (http://www.enterprisesurveys.org/).",2,"Indicadores del desarrollo mundial"
"IC.FRM.FEMW.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.FIAS.PEFT4",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FIN.FIN1",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FIN.FIN10",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FIN.FIN11",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FIN.FIN12",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FIN.FIN13",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FIN.FIN14",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FIN.FIN15",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FIN.FIN16",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FIN.FIN2",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FIN.FIN20",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FIN.FIN21",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FIN.FIN22",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FIN.FIN7",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.FINA.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.FINPUT.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.FO.ZS",NA,NA,NA,NA,2,"Indicadores del desarrollo mundial"
"IC.FRM.FREG.ZS","Empresas formalmente registradas al inicio de las operaciones (% de empresas)",NA,"Empresas registradas formalmente al comenzar las operaciones son el porcentaje de empresas registradas formalmente cuando empezaron las operaciones en el país.","Banco Mundial, encuestas a empresas (http://www.enterprisesurveys.org/).",2,"Indicadores del desarrollo mundial"
"IC.FRM.GEN.GEND1",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.GEN.GEND2",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.GEN.GEND3",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.GEN.GEND4",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.GEN.GEND5",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.GEN.GEND6",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFOR.INFOR1",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFOR.INFOR2",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFOR.INFOR4",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFOR.INFOR5",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFRA.IN1",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFRA.IN10_C",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFRA.IN11",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFRA.IN12",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFRA.IN14",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFRA.IN16",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFRA.IN17",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFRA.IN2",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFRA.IN3_C",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFRA.IN4_C",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFRA.IN6",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFRA.IN9",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INFRM.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.INNOV.T1",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INNOV.T10",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INNOV.T2",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INNOV.T3",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INNOV.T4",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INNOV.T5",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INNOV.T6",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INNOV.T7",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INNOV.T8",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.INNOV.T9",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.ISOC.ZS","Aval de certificación ISO (% de empresas)",NA,"El aval de certificación ISO es el porcentaje de empresas que obtuvieron una certificación de calidad reconocida por la Organización Internacional para  Estandarización (ISO).","Banco Mundial, encuestas a empresas (http://www.enterprisesurveys.org/).",11,"Indicadores de desarrollo de África"
"IC.FRM.LBRG.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.LBSK.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.LIC.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.LOTM.ZS",NA,NA,NA,NA,2,"Indicadores del desarrollo mundial"
"IC.FRM.METG.ZS",NA,NA,NA,NA,2,"Indicadores del desarrollo mundial"
"IC.FRM.MGR.EXP",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.NPRD.ZS",NA,NA,NA,NA,2,"Indicadores del desarrollo mundial"
"IC.FRM.OBS.OBST1",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST10",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST11",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST12",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST13",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST14",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST15",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST2",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST3",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST4",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST5",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST6",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST7",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST8",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OBS.OBST9",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.OUTG.ZS","Valor perdido por cortes de electricidad (% de las ventas)",NA,"El valor perdido por cortes de electricidad es el porcentaje de ventas perdido por los  cortes de electricidad.","Banco Mundial, encuestas a empresas (http://www.enterprisesurveys.org/).",2,"Indicadores del desarrollo mundial"
"IC.FRM.OWN.GOV.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.OWN.PFOR.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.OWN.PLOC.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.OWN.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.PROC",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.PROD.GROW.PEFT3",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.REG.BUS1",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.REG.BUS2",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.REG.BUS3",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.REG.BUS5",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.REG.REG1",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.REG.REG2_C",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.REG.REG4",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.REG.REG5",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.REG.REG6",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.REG.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.SEC.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.SECR.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.SLS.GROW.PEFT1",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.TAXAD.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.TAXE.ZS",NA,NA,NA,NA,2,"Indicadores del desarrollo mundial"
"IC.FRM.TAXR.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.TECH.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.TIME",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.TRD.TR1",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.TRD.TR11",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.TRD.TR16",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.TRD.TR17",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.TRD.TR2",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.TRD.TR5",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.TRD.TR8",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.TRD.TR9",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.TRNG.ZS","Empresas que ofrecen capacitación formal (% de empresas)",NA,"Las empresas que ofrecen capacitación formal son el porcentaje de empresas que ofrecen programas de capacitación formal para sus empleados permanentes a tiempo completo.","Banco Mundial, encuestas a empresas (http://www.enterprisesurveys.org/).",2,"Indicadores del desarrollo mundial"
"IC.FRM.TRSP.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.WEB.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.WRKF.WK1",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.WRKF.WK10",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.WRKF.WK14",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.WRKF.WK15",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.WRKF.WK17",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.WRKF.WK18",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.WRKF.WK19",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.WRKF.WK2",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.WRKF.WK8",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.WRKF.WK9",NA,NA,NA,NA,13,"Encuestas de empresas"
"IC.FRM.WTLIC.DURS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.FRM.XQ",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.GCON.GIFT.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.GOV.DURS.ZS","Tiempo de gestión con funcionarios (% del tiempo de gestión)",NA,"El tiempo con funcionarios es el porcentaje del tiempo de gestión para una semana determinada que se dedica a los requisitos impuestos por las reglamentaciones del Gobierno (impuestos, aduanas, normas laborales, licencias y registro).","Banco Mundial, encuestas a empresas (http://www.enterprisesurveys.org/).",2,"Indicadores del desarrollo mundial"
"IC.GRAFT.XQ",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.IMP.GIFT.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.LGL.CONT.XQ",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.LGL.COST.DEBT.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.LOAN.COL.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.MNG.IND",NA,NA,NA,NA,2,"Indicadores del desarrollo mundial"
"IC.OPER.GIFT.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.PRP.COST.PROP.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.PRP.XQ",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.REG.CAP.PC.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.REG.COST.PC.FE.ZS.DRFN",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.COST.PC.MA.ZS.DFRN",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.DFRN.PC.DFRN",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.DURS.FE.DY",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.DURS.FE.DY.DRFN",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.DURS.MA.DY",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.DURS.MA.DY.DFRN",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.MIN.CAP",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PROC.FE.NO",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PROC.FE.NO.DFRN",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PROC.MA.NO",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PROC.MA.NO.DFRN",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.COST.PRT.VAL",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.COST.PRT.VAL.DFRN",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.DFRN.DB0515",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.DFRN.DB1719",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.DURS.TM",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.DURS.TM.DRFN",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.EQACCS.XD.08.DB1619",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.GEO.COVR.XD.08.DB1619",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.LAND.DISP.XD.08.DB1619",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.PROC.NO",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.PROC.NO.DFRN",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.QUAL.LNDADM.XD.030.DB16",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.QUAL.LNDADM.XD.030.DB16.DFRN",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.REG.RK.DB19",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.RELI.INFR.XD.09.DB1619",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.PRRT.TRAP.INFO.XD.06.DB1619",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.STRT.BUS.DFRN",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.STRT.BUS.RK.DB19",NA,NA,NA,NA,1,"Doing Business"
"IC.REG.XQ",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.SALE.DOM.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.TAX.GIFT.ZS","Empresas que podrían entregar regalos a funcionarios de organismos tributarios durante reuniones (% de empresas)",NA,"Empresas que podrían entregar regalos a funcionarios de organismos tributarios durante reuniones se refiere al porcentaje de empresas que respondieron positivamente a la pregunta ""¿se esperó o se pidió un regalo o pago informal durante una reunión con funcionarios tributarios?""","Banco Mundial, encuestas a empresas (http://www.enterprisesurveys.org/).",2,"Indicadores del desarrollo mundial"
"IC.TAX.LBR.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.TAX.METG","Número promedio de veces que las empresas se reunieron con funcionarios impositivos",NA,"La cantidad promedio de reuniones entre la administración y los funcionarios impositivos es la cantidad promedio de visitas o reuniones necesarias con los funcionarios impositivos.","Banco Mundial, encuestas a empresas (http://www.enterprisesurveys.org/).",2,"Indicadores del desarrollo mundial"
"IC.TAX.OTH.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.TAX.PFT.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.TAX.XQ",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.TEL.DURS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.TEL.GIFT.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.TRD.XQ",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.VAL.COL.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.VALG.GIFT.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.WAT.DURS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.WAT.GIFT.ZS",NA,NA,NA,NA,11,"Indicadores de desarrollo de África"
"IC.WEF.LLCD.FE",NA,NA,NA,NA,14,"Estadísticas sobre género"
"IC.WEF.LLCD.FE.ZS",NA,NA,NA,NA,14,"Estadísticas sobre género"
"IC.WEF.LLCD.MA",NA,NA,NA,NA,14,"Estadísticas sobre género"
"IC.WEF.LLCD.MA.ZS",NA,NA,NA,NA,14,"Estadísticas sobre género"
"IC.WEF.LLCO.FE",NA,NA,NA,NA,14,"Estadísticas sobre género"
"IC.WEF.LLCO.FE.ZS",NA,NA,NA,NA,14,"Estadísticas sobre género"
"IC.WEF.LLCO.MA",NA,NA,NA,NA,14,"Estadísticas sobre género"
"IC.WEF.LLCO.MA.ZS",NA,NA,NA,NA,14,"Estadísticas sobre género"
"IC.WEF.SOLO.FE",NA,NA,NA,NA,14,"Estadísticas sobre género"
"IC.WEF.SOLO.FE.ZS",NA,NA,NA,NA,14,"Estadísticas sobre género"
"IC.WEF.SOLO.MA",NA,NA,NA,NA,14,"Estadísticas sobre género"
"IC.WEF.SOLO.MA.ZS",NA,NA,NA,NA,14,"Estadísticas sobre género"
"ID.DIG.AUTH",NA,NA,NA,NA,89,NA
"ID.DIG.AUTH.RM",NA,NA,NA,NA,89,NA
"ID.DIG.RECS",NA,NA,NA,NA,89,NA
"ID.OWN.1524.ZS",NA,NA,NA,NA,89,NA
"ID.OWN.25UP.ZS",NA,NA,NA,NA,89,NA
"ID.OWN.BRTH.ZS",NA,NA,NA,NA,89,NA
"ID.OWN.TOTL.40.ZS",NA,NA,NA,NA,89,NA
"ID.OWN.TOTL.60.ZS",NA,NA,NA,NA,89,NA
"ID.OWN.TOTL.FE.ZS",NA,NA,NA,NA,89,NA
"ID.OWN.TOTL.MA.ZS",NA,NA,NA,NA,89,NA
"ID.OWN.TOTL.OW.ZS",NA,NA,NA,NA,89,NA
"ID.OWN.TOTL.PR.ZS",NA,NA,NA,NA,89,NA
"ID.OWN.TOTL.RU.ZS",NA,NA,NA,NA,89,NA
"ID.OWN.TOTL.SE.ZS",NA,NA,NA,NA,89,NA
"ID.OWN.TOTL.UR.ZS",NA,NA,NA,NA,89,NA
"ID.OWN.TOTL.WF.ZS",NA,NA,NA,NA,89,NA
"ID.OWN.TOTL.ZS",NA,NA,NA,NA,89,NA
"id_misuse_s",NA,NA,NA,NA,89,NA
"id_misuse_s_1",NA,NA,NA,NA,89,NA
"id_misuse_s_10",NA,NA,NA,NA,89,NA
"id_misuse_s_11",NA,NA,NA,NA,89,NA
"id_misuse_s_12",NA,NA,NA,NA,89,NA
"id_misuse_s_2",NA,NA,NA,NA,89,NA
"id_misuse_s_3",NA,NA,NA,NA,89,NA
"id_misuse_s_4",NA,NA,NA,NA,89,NA
"id_misuse_s_5",NA,NA,NA,NA,89,NA
"id_misuse_s_6",NA,NA,NA,NA,89,NA
"id_misuse_s_7",NA,NA,NA,NA,89,NA
"id_misuse_s_8",NA,NA,NA,NA,89,NA
"id_misuse_s_9",NA,NA,NA,NA,89,NA
"IDX.HDI",NA,NA,NA,NA,45,NA
"IDX.HDI.REV",NA,NA,NA,NA,45,NA
"IE.ICT.PCAP.CD","Gasto d en tecnología de la información y la comunicación (US$ a precios actuales)",NA,NA,NA,11,"Indicadores de desarrollo de África"
"IE.ICT.TOTL.CD","Gasto en tecnología de la información y las comunicaciones (US$ a precios actuales)",NA,NA,NA,11,"Indicadores de desarrollo de África"
"IE.ICT.TOTL.GD.ZS","Gasto en tecnología de la información y las comunicaciones (% del PIB)",NA,"Los gastos de tecnología de información y comunicación incluyen los componentes físicos (computadoras, dispositivos de almacenamiento, impresoras y otros periféricos); los programas de computación (sistemas operativos, herramientas de programación, utilit","Fuente: World Information Technology and Services Alliance, Digital Planet: The Global Information Economy, y Global Insight, Inc.",11,"Indicadores de desarrollo de África"
"IE.PPI.ENGY.CD","Inversión en energía con participación privada (US$ a precios actuales)",NA,"La inversión en proyectos de energía con participación privada abarca los proyectos de infraestructura en energía (transmisión y distribución de electricidad y gas natural) que llegaron a un cierre financiero y que prestan servicio al público directa o indirectamente. Se excluyen los activos muebles y los proyectos pequeños, como los molinos de viento. Los tipos de proyectos que se incluyen son los contratos de operación y gestión, los contratos de operación y gestión con grandes gastos de capital, los proyectos totalmente nuevos (en los que una entidad privada o una empresa conjunta público-privada construye y opera nuevas instalaciones) y las desinversiones. Los compromisos de inversión son la suma de las inversiones en instalaciones y en activos del Gobierno. Las inversiones en instalaciones son los recursos que la empresa del proyecto se compromete a invertir durante el período del contrato ya sea en nuevas instalaciones o en la expansión y modernización de las instalaciones preexistentes. Las inversiones en activos del Gobierno son los recursos que gasta la empresa del proyecto para adquirir activos del Gobierno como empresas estatales, derechos para brindar servicios en un área determinada o el uso de espectros específicos de radio. Datos en US$ a precios actuales.","Banco Mundial, Private Participation in Infrastructure Project Database (http://ppi.worldbank.org).",2,"Indicadores del desarrollo mundial"
"IE.PPI.ICTI.CD",NA,NA,NA,NA,2,"Indicadores del desarrollo mundial"
"IE.PPI.TRAN.CD","Inversión en transporte con participación privada (US$ a precios actuales)",NA,"La inversión en proyectos de transporte con participación privada abarca los proyectos de infraestructura de transporte que hayan llegado a un cierre financiero y preseten servicios al público directa o indirectamente. Se excluyen los activos muebles. Los tipos de proyectos que se incluyen son los contratos de operación y gestión, los contratos de operación y gestión con grandes gastos de capital, los proyectos totalmente nuevos (en los que una entidad privada o una empresa conjunta público-privada construye y opera nuevas instalaciones) y las desinversiones. Los compromisos de inversión son la suma de las inversiones en instalaciones y en activos del Gobierno. Las inversiones en instalaciones son los recursos que la empresa del proyecto se compromete a invertir durante el período del contrato ya sea en nuevas instalaciones o en la expansión y modernización de las instalaciones preexistentes. Las inversiones en activos del Gobierno son los recursos que gasta la empresa del proyecto para adquirir activos del Gobierno como empresas estatales, derechos para brindar servicios en un área determinada o el uso de espectros específicos de radio. Datos en US$ a precios actuales.","Banco Mundial, Private Participation in Infrastructure Project Database (http://ppi.worldbank.org).",2,"Indicadores del desarrollo mundial"
